city,country,admin_name,capital,population,id
Rotterdam,Netherlands,Zuid-Holland,minor,631155.0,1528892850
San Anselmo,United States,California,,12476.0,1840022520
Bishop,United States,California,,9597.0,1840018955
Lake Mary,United States,Florida,,17479.0,1840015090
Koshigaya,Japan,Saitama,,346768.0,1392606124
Tama,Japan,Tōkyō,,147252.0,1392092333
Lloydminster,Canada,Saskatchewan,,31410.0,1124051728
Shelton,United States,Connecticut,,41129.0,1840004840
Greencastle,United States,Indiana,,10567.0,1840008439
East Greenwich,United States,Rhode Island,,13081.0,1840066133
Lewisburg,United States,Pennsylvania,,5708.0,1840003531
Frederick,United States,Maryland,,156787.0,1840005710
Catonsville,United States,Maryland,,41547.0,1840005679
Hawaiian Gardens,United States,California,,14159.0,1840020485
Cottonwood,United States,Arizona,,12253.0,1840019168
Basingstoke,United Kingdom,Hampshire,,113776.0,1826924980
Ocean Springs,United States,Mississippi,,17862.0,1840015017
Chicago Ridge,United States,Illinois,,13928.0,1840010146
Vancouver,Canada,British Columbia,,2264823.0,1124825478
Fountain Hills,United States,Arizona,,25200.0,1840021945
Clearfield,United States,Utah,,32118.0,1840018735
Chennai,India,Tamil Nādu,admin,11324000.0,1356374944
Cary,United States,North Carolina,,170282.0,1840016196
Alamosa,United States,Colorado,,10652.0,1840018921
Delran,United States,New Jersey,,16548.0,1840081628
Dobbs Ferry,United States,New York,,11027.0,1840004952
Greenville,United States,South Carolina,,484465.0,1840013501
Gahanna,United States,Ohio,,35483.0,1840008390
Calgary,Canada,Alberta,,1239220.0,1124690423
West St. Paul,United States,Minnesota,,19961.0,1840010012
Johannesburg,South Africa,Gauteng,admin,4434827.0,1710550792
Litchfield Park,United States,Arizona,,6436.0,1840020565
Tumwater,United States,Washington,,24024.0,1840021145
Silverdale,United States,Washington,,21677.0,1840018406
Oakwood,United States,Ohio,,8936.0,1840003785
Los Banos,Philippines,Laguna,,112008.0,1608920078
Danville,United States,Illinois,,47059.0,1840007235
Skipton,United Kingdom,North Yorkshire,,14623.0,1826200772
Pune,India,Mahārāshtra,,7764000.0,1356081074
Magnolia,United States,Arkansas,,11467.0,1840015726
Cranbrook,Canada,British Columbia,,19259.0,1124937794
Sun City West,United States,Arizona,,25544.0,1840019312
Highlands Ranch,United States,Colorado,,105631.0,1840028579
Helena,United States,Montana,admin,52936.0,1840019820
Izmir,Turkey,İzmir,admin,4320519.0,1792725579
Cornelia,United States,Georgia,,20913.0,1840014661
Chanhassen,United States,Minnesota,,26389.0,1840006759
North Babylon,United States,New York,,17134.0,1840005054
Solon,United States,Ohio,,22779.0,1840003413
Normal,United States,Illinois,,54469.0,1840009401
Christiansburg,United States,Virginia,,22473.0,1840006447
Cypress,United States,California,,49006.0,1840019327
Casselberry,United States,Florida,,28757.0,1840015088
Ashford,United Kingdom,Kent,,74204.0,1826045748
Ankeny,United States,Iowa,,67355.0,1840007066
Minden,Germany,North Rhine-Westphalia,minor,81682.0,1276191164
Niigata,Japan,Niigata,admin,790646.0,1392913753
Exton,United States,Pennsylvania,,5382.0,1840001421
Karlsruhe,Germany,Baden-Württemberg,minor,313092.0,1276923210
Lehi,United States,Utah,,69724.0,1840020168
Pinole,United States,California,,19250.0,1840020281
London Colney,United Kingdom,Hertfordshire,,9507.0,1826250958
Kenora,Canada,Ontario,,15096.0,1124844807
Cajamarca,Peru,Cajamarca,admin,201329.0,1604091119
Samut Prakan,Thailand,Samut Prakan,admin,51309.0,1764159228
Upper Darby,United States,Pennsylvania,,82887.0,1840035234
Puteaux,France,Île-de-France,,44645.0,1250407425
Broadview,United States,Illinois,,7618.0,1840010141
Lethbridge,Canada,Alberta,,92729.0,1124321200
Whitehall,United States,Pennsylvania,,27567.0,1840147555
Sumter,United States,South Carolina,,71518.0,1840015612
Hyde,United Kingdom,Tameside,,34003.0,1826480324
Champaign,United States,Illinois,,159443.0,1840007239
Peru,United States,Illinois,,30287.0,1840009273
Piraeus,Greece,Attikí,minor,163688.0,1300458367
Baldwin Park,United States,California,,75251.0,1840019227
Miller Place,United States,New York,,12016.0,1840005046
Montgomery,United States,Alabama,admin,254634.0,1840008353
Duncan,Canada,British Columbia,,44451.0,1124316061
Dumont,United States,New Jersey,,17516.0,1840003541
Greenwood Village,United States,Colorado,,15735.0,1840020212
San Mateo,Philippines,Rizal,,252527.0,1608557779
Rolling Hills Estates,United States,California,,8058.0,1840020494
Ostrava,Czechia,Moravskoslezský Kraj,admin,284982.0,1203687206
Johnstown,United States,Pennsylvania,,63141.0,1840001116
Placentia,United States,California,,51233.0,1840020583
Augusta,United States,Georgia,,390809.0,1840029462
Cheyenne,United States,Wyoming,admin,79484.0,1840018713
Madera,Mexico,Chihuahua,minor,15447.0,1484958144
Stanwood,United States,Washington,,7354.0,1840021079
Tachikawa,Japan,Tōkyō,,181115.0,1392042507
Pahrump,United States,Nevada,,37298.0,1840018821
Bucheon,"Korea, South",Gyeonggi,minor,867678.0,1410428222
Manor,United States,Pennsylvania,,20832.0,1840147751
Guildford,United Kingdom,Surrey,,77057.0,1826863533
Sheffield,United Kingdom,Sheffield,,685368.0,1826289852
Branford,United States,Connecticut,,28020.0,1840044985
Ena,Japan,Gifu,,47999.0,1392686294
Yuba City,United States,California,,120456.0,1840021463
Surrey,Canada,British Columbia,,517887.0,1124001454
Gdynia,Poland,Pomorskie,minor,247672.0,1616385189
Drammen,Norway,Buskerud,minor,117510.0,1578937195
Whitehorse,Canada,Yukon,,25085.0,1124348186
Fountain Valley,United States,California,,55357.0,1840020575
Chino Valley,United States,Arizona,,12375.0,1840022753
Hasuda,Japan,Saitama,,61473.0,1392294890
Canon City,United States,Colorado,,27676.0,1840018855
Fort Wayne,United States,Indiana,,334122.0,1840008261
Marshfield,United States,Massachusetts,,25838.0,1840053681
Selma,United States,California,,44703.0,1840021567
Folsom,United States,Pennsylvania,,8913.0,1840034970
Futtsu,Japan,Chiba,,42280.0,1392321461
Surbiton,United Kingdom,Kingston upon Thames,,45132.0,1826418537
Lincolnton,United States,North Carolina,,24229.0,1840015427
Tinton Falls,United States,New Jersey,,17451.0,1840001368
Grover Beach,United States,California,,13459.0,1840020414
Seneca,United States,South Carolina,,27439.0,1840015506
Montville,United States,New Jersey,,21371.0,1840081737
Delaware,United States,Ohio,,41283.0,1840007237
Minooka,United States,Illinois,,11397.0,1840011618
Whitby,Canada,Ontario,,128377.0,1124112077
Cupertino,United States,California,,59276.0,1840018950
Stevenson Ranch,United States,California,,19179.0,1840076281
Swift Current,Canada,Saskatchewan,,16604.0,1124460875
Hobbs,United States,New Mexico,,42095.0,1840020616
Harrisburg,United States,Pennsylvania,admin,442289.0,1840001288
Brasov,Romania,Braşov,admin,290743.0,1642328429
Woodland Park,United States,New Jersey,,12581.0,1840056421
Kenosha,United States,Wisconsin,,124972.0,1840003160
Monterey Park,United States,California,,59669.0,1840020500
Gold River,United States,California,,7538.0,1840017583
Newbury,United Kingdom,West Berkshire,,41075.0,1826103829
Tigard,United States,Oregon,,55514.0,1840021206
Suffern,United States,New York,,11007.0,1840004987
New City,United States,New York,,35101.0,1840004964
Old Tappan,United States,New Jersey,,5894.0,1840000913
Santa Clarita,United States,California,,312446.0,1840021864
Union City,United States,New Jersey,,67982.0,1840001034
Old Saybrook,United States,Connecticut,,10090.0,1840045060
Orangeville,Canada,Ontario,,30734.0,1124566061
Telford,United Kingdom,Telford and Wrekin,,142723.0,1826968934
College Park,United States,Maryland,,32163.0,1840005971
Daisen,Japan,Akita,,76164.0,1392642502
Ozark,United States,Missouri,,20482.0,1840009926
Brooklyn Park,United States,Minnesota,,80389.0,1840004023
Spruce Grove,Canada,Alberta,,34066.0,1124943146
Nogata,Japan,Fukuoka,,55705.0,1392996522
Wheeling,United States,West Virginia,,75392.0,1840005510
Boulder City,United States,Nevada,,16207.0,1840019028
St. Louis,United States,Missouri,,2024074.0,1840001651
Sterling Heights,United States,Michigan,,132438.0,1840003094
Hove,United Kingdom,Brighton and Hove,,91900.0,1826419818
Westfield,United States,Indiana,,43649.0,1840010500
Maricopa,United States,Arizona,,52127.0,1840020629
Ciudad Victoria,Mexico,Tamaulipas,admin,305155.0,1484616519
Leipzig,Germany,Saxony,minor,593197.0,1276563678
East Lyme,United States,Connecticut,,18724.0,1840045011
Rolling Meadows,United States,Illinois,,23532.0,1840009185
Pittsburg,United States,California,,72588.0,1840020282
Mito,Japan,Ibaraki,admin,269103.0,1392665227
Hatay,Turkey,Hatay,admin,377793.0,1792115763
Hastings,United Kingdom,East Sussex,,92855.0,1826499763
Orly,France,Île-de-France,,23801.0,1250660007
Annapolis,United States,Maryland,admin,39223.0,1840005928
Kamagaya,Japan,Chiba,,109370.0,1392541992
Glendale Heights,United States,Illinois,,33617.0,1840011406
Atlantic City,United States,New Jersey,,237054.0,1840003798
Pollock Pines,United States,California,,7156.0,1840018831
Leland,United States,North Carolina,,23544.0,1840016683
Okayama,Japan,Okayama,admin,720043.0,1392954750
Silverton,United States,Oregon,,11068.0,1840021226
Elk River,United States,Minnesota,,25213.0,1840007794
Port Orchard,United States,Washington,,14597.0,1840019821
Yakima,United States,Washington,,133191.0,1840021154
Celaya,Mexico,Guanajuato,minor,468469.0,1484979555
Ceres,United States,California,,48706.0,1840018910
Bandar Seri Begawan,Brunei,Brunei and Muara,primary,50000.0,1096465895
Peterborough,Canada,Ontario,,82094.0,1124440356
San Joaquin,Chile,Región Metropolitana,,94492.0,1152095800
Rosemont,United States,California,,23602.0,1840018844
Plattsmouth,United States,Nebraska,,6534.0,1840009355
Mason,United States,Ohio,,33870.0,1840008467
Phra Nakhon Si Ayutthaya,Thailand,Phra Nakhon Si Ayutthaya,admin,52952.0,1764002329
Elmhurst,United States,Illinois,,46746.0,1840008142
Burgas,Bulgaria,Burgas,admin,226868.0,1100365645
Bartonville,United States,Illinois,,6113.0,1840011920
Coolidge,United States,Arizona,,13130.0,1840019367
Jinhua,China,Zhejiang,minor,5361572.0,1156547188
Camp Verde,United States,Arizona,,11187.0,1840022752
Pekin,United States,Illinois,,32045.0,1840009402
Grantham,United Kingdom,Lincolnshire,,44580.0,1826040909
American Canyon,United States,California,,20475.0,1840018834
Laguna Hills,United States,California,,31207.0,1840020588
Lynn,United States,Massachusetts,,94299.0,1840000409
El Centro,United States,California,,111425.0,1840020630
Sammamish,United States,Washington,,65892.0,1840021115
Palm City,United States,Florida,,24840.0,1840014192
Susanville,United States,California,,15010.0,1840021348
Hamamatsu,Japan,Shizuoka,,788211.0,1392174500
Daly City,United States,California,,106280.0,1840018926
Neenah,United States,Wisconsin,,26300.0,1840002244
Florham Park,United States,New Jersey,,11496.0,1840003582
Effingham,United States,Illinois,,14005.0,1840008545
Fort Irwin,United States,California,,9872.0,1840025802
Slippery Rock,United States,Pennsylvania,,6541.0,1840000874
Lewiston,United States,Maine,,58802.0,1840000320
Grandview,United States,Missouri,,24856.0,1840008532
Breckenridge,United States,Colorado,,7818.0,1840021428
Sanger,United States,California,,27777.0,1840021566
Maumelle,United States,Arkansas,,18199.0,1840015510
Wilton Manors,United States,Florida,,12756.0,1840016004
Stratford,United Kingdom,Newham,,51387.0,1826465421
Modesto,United States,California,,383134.0,1840020287
Pyeongtaek,"Korea, South",Gyeonggi,,457873.0,1410641095
Mission,United States,Texas,,84331.0,1840021026
Stony Plain,Canada,Alberta,,17189.0,1124982081
Flower Mound,United States,Texas,,79135.0,1840022010
Hanno,Japan,Saitama,,79169.0,1392681016
Gomez Palacio,Mexico,Durango,minor,327985.0,1484092318
Healdsburg,United States,California,,11845.0,1840020242
Freehold,United States,New Jersey,,34945.0,1840003687
Loveland,United States,Colorado,,78877.0,1840020152
Central,United States,Louisiana,,29357.0,1840023139
South Holland,United States,Illinois,,21296.0,1840011324
Sunderland,United Kingdom,Sunderland,,174286.0,1826736387
Kathu,Thailand,Phuket,minor,26078.0,1764733770
Manhattan,United States,New York,,1628706.0,1840034000
Aomori,Japan,Aomori,admin,271962.0,1392083898
Superior,United States,Wisconsin,,25977.0,1840038034
Geneseo,United States,New York,,10635.0,1840004422
Columbia,United States,South Carolina,admin,560041.0,1840014730
Grand Island,United States,Nebraska,,53296.0,1840000956
Abilene,United States,Texas,,123420.0,1840019476
Sarasota,United States,Florida,,722243.0,1840015988
Rancho Palos Verdes,United States,California,,41530.0,1840020508
Stroudsburg,United States,Pennsylvania,,5558.0,1840003509
Taft,Philippines,Eastern Samar,,18915.0,1608376132
Duarte,United States,California,,21271.0,1840019246
Davao,Philippines,Davao,admin,1632991.0,1608906877
Watford,United Kingdom,Hertfordshire,,96800.0,1826570072
Hamburg,Germany,Hamburg,admin,1841179.0,1276041799
Carson,United States,California,,91394.0,1840019214
Zaventem,Belgium,Flanders,,33806.0,1056786797
Coconut Creek,United States,Florida,,61248.0,1840015132
Okemos,United States,Michigan,,24141.0,1840004502
Lacey,United States,Washington,,52592.0,1840019866
Doncaster,United Kingdom,Doncaster,,109805.0,1826979494
Boucherville,Canada,Quebec,,40753.0,1124000296
Stockport,United Kingdom,Stockport,,105878.0,1826228303
Parker,United States,Colorado,,57706.0,1840022454
Lihue,United States,Hawaii,,7267.0,1840029519
Duvall,United States,Washington,,8107.0,1840018427
Saint John,Canada,New Brunswick,,67575.0,1124631364
Marshall,United States,Texas,,22831.0,1840020739
Secaucus,United States,New Jersey,,21893.0,1840001033
Rialto,United States,California,,103526.0,1840020407
Rancho Cordova,United States,California,,75087.0,1840020248
Waterville,United States,Maine,,27054.0,1840000305
Yotsukaido,Japan,Chiba,,93233.0,1392512633
Pearland,United States,Texas,,122460.0,1840020979
Memphis,United States,Tennessee,,1066967.0,1840015457
Petaluma,United States,California,,66929.0,1840020244
Geneva,Switzerland,Genève,admin,201818.0,1756810813
Palos Heights,United States,Illinois,,12520.0,1840009181
Dudley,United Kingdom,Dudley,,79379.0,1826052828
Delft,Netherlands,Zuid-Holland,minor,100011.0,1528448452
Runcorn,United Kingdom,Halton,,61789.0,1826349439
Talisay,Philippines,Cebu,,227645.0,1608040297
Morrisville,United States,North Carolina,,28846.0,1840016195
Old Bridge,United States,New Jersey,,65782.0,1840081688
Poway,United States,California,,49323.0,1840020624
Bexley,United States,Ohio,,13770.0,1840003759
Oak Park Heights,United States,Minnesota,,5003.0,1840007812
Troutdale,United States,Oregon,,16183.0,1840021209
Pleasantville,United States,New Jersey,,20149.0,1840001535
Huntsville,United States,Alabama,,319249.0,1840005061
Greenacres,United States,Florida,,41117.0,1840036057
Kittery,United States,Maine,,9731.0,1840052873
Nacogdoches,United States,Texas,,34420.0,1840020820
Saga,Japan,Saga,admin,232359.0,1392618841
Vestavia Hills,United States,Alabama,,34413.0,1840015673
Newberg,United States,Oregon,,29225.0,1840019957
Maryland Heights,United States,Missouri,,26956.0,1840008591
Quebec City,Canada,Quebec,,705103.0,1124823933
Ansan,"Korea, South",Gyeonggi,,652800.0,1410585171
Paoli,United States,Pennsylvania,,5651.0,1840005501
Martinsville,United States,Virginia,,31871.0,1840001727
Saint-Sauveur,Canada,Quebec,,9881.0,1124720935
Malolos,Philippines,Bulacan,admin,252074.0,1608358783
Brownsburg,United States,Indiana,,27001.0,1840009536
Binan,Philippines,Laguna,,333028.0,1608039268
Elstree,United Kingdom,Hertfordshire,,5110.0,1826109964
Coatzacoalcos,Mexico,Veracruz,minor,319187.0,1484016854
Statesboro,United States,Georgia,,42102.0,1840015801
Bern,Switzerland,Bern,primary,133798.0,1756374318
Vacaville,United States,California,,101444.0,1840021498
Westlake,United States,Ohio,,32032.0,1840003420
Fremont,United States,California,,241110.0,1840020292
Hakodate,Japan,Hokkaidō,,251942.0,1392708558
Shreveport,United States,Louisiana,,280062.0,1840015768
Edmonds,United States,Washington,,42605.0,1840037645
Des Moines,United States,Iowa,admin,473957.0,1840007069
Southborough,United Kingdom,Kent,,11124.0,1826565398
Sofia,Bulgaria,Sofia-Grad,primary,1355142.0,1100762037
Goyang,"Korea, South",Gyeonggi,minor,1061929.0,1410511255
Sterling,United States,Virginia,,30271.0,1840024508
Southfield,United States,Michigan,,72689.0,1840002431
Sunny Isles Beach,United States,Florida,,21804.0,1840016007
Honolulu,United States,Hawaii,admin,820987.0,1840013305
Vasteras,Sweden,Västmanland,admin,128534.0,1752826955
Clemson,United States,South Carolina,,17501.0,1840014626
Harriman,United States,Tennessee,,22708.0,1840013385
North Miami Beach,United States,Florida,,43041.0,1840015155
Bloomingdale,United States,Florida,,24446.0,1840014150
West Hills,United States,New York,,5055.0,1840034031
Paju,"Korea, South",Gyeonggi,minor,415345.0,1410365324
Rockford,United States,Illinois,,282762.0,1840009132
Trumbull,United States,Connecticut,,35976.0,1840035628
Hemet,United States,California,,177253.0,1840020550
Antrim,United Kingdom,Antrim and Newtownabbey,,19986.0,1826477610
Mount Pocono,United States,Pennsylvania,,23820.0,1840003508
Glendale,United States,Arizona,,252381.0,1840020563
Marrero,United States,Louisiana,,30894.0,1840013993
Placerville,United States,California,,31943.0,1840020238
Hong Kong,Hong Kong,,primary,7347000.0,1344982653
Porterville,United States,California,,77318.0,1840020368
Belleville,United States,New Jersey,,36181.0,1840131591
Arden Hills,United States,Minnesota,,10281.0,1840006752
Adelanto,United States,California,,34049.0,1840019117
Rockwall,United States,Texas,,45888.0,1840020717
Cullman,United States,Alabama,,19920.0,1840001354
Lino Lakes,United States,Minnesota,,22119.0,1840008902
Glen Ellyn,United States,Illinois,,27714.0,1840011405
Jonesboro,United States,Arkansas,,78394.0,1840014507
Antipolo,Philippines,Rizal,admin,776386.0,1608824345
Bossier City,United States,Louisiana,,68159.0,1840013790
Shelby,United States,North Carolina,,26973.0,1840015426
Thunder Bay,Canada,Ontario,,107909.0,1124398712
Santa Fe Springs,United States,California,,17630.0,1840021865
Lansdale,United States,Pennsylvania,,17083.0,1840003703
Homestead,United States,Florida,,69523.0,1840015159
Rosario,Argentina,Santa Fe,minor,1193605.0,1032770677
New Lenox,United States,Illinois,,26926.0,1840011493
Hood River,United States,Oregon,,15949.0,1840019942
Waltham Cross,United Kingdom,Hertfordshire,,7407.0,1826629009
Cologne,Germany,North Rhine-Westphalia,,1085664.0,1276015998
Saint Petersburg,Russia,Sankt-Peterburg,admin,5351935.0,1643616350
Arcadia,United States,California,,57939.0,1840019223
San Jose Pinula,Guatemala,Guatemala,minor,47278.0,1320568537
Larkspur,United States,California,,12254.0,1840020261
Hoover,United States,Alabama,,85768.0,1840014795
Banning,United States,California,,31221.0,1840019297
Fort Lauderdale,United States,Florida,,182437.0,1840014236
Tomigusuku,Japan,Okinawa,,64850.0,1392091635
Almaty,Kazakhstan,Almaty,,1916822.0,1398351701
Norwood,United States,Ohio,,19776.0,1840001610
Mercer Island,United States,Washington,,25894.0,1840019830
Natick,United States,Massachusetts,,36128.0,1840053640
Cirebon,Indonesia,Jawa Barat,,316126.0,1360011375
Dearborn,United States,Michigan,,93932.0,1840003969
Vosendorf,Austria,Niederösterreich,,6990.0,1040100042
Queen Creek,United States,Arizona,,50890.0,1840021944
Lynden,United States,Washington,,18512.0,1840019752
Clifton Park,United States,New York,,36663.0,1840057994
Moorhead,United States,Minnesota,,43652.0,1840007731
Broomall,United States,Pennsylvania,,11222.0,1840005549
Oconomowoc,United States,Wisconsin,,16981.0,1840003027
Ciudad Obregon,Mexico,Sonora,minor,405000.0,1484887986
Lansing,United States,Michigan,admin,324286.0,1840003102
Mooresville,United States,North Carolina,,39132.0,1840016215
Gwangyang,"Korea, South",Jeonnam,minor,151834.0,1410398748
Mecca,Saudi Arabia,Makkah al Mukarramah,admin,1675368.0,1682169241
Nantong,China,Jiangsu,minor,7282835.0,1156045365
Guri,"Korea, South",Gyeonggi,,180063.0,1410478813
Sandusky,United States,Ohio,,46655.0,1840003433
San Diego,United States,California,,3220118.0,1840021990
Millington,United States,Tennessee,,10641.0,1840014593
Cookeville,United States,Tennessee,,50408.0,1840014470
Preston,United Kingdom,Lancashire,,122719.0,1826018478
Charlottesville,United States,Virginia,,100416.0,1840001678
Pueblo West,United States,Colorado,,31849.0,1840018860
Chicopee,United States,Massachusetts,,55126.0,1840000462
Upland,United States,California,,77140.0,1840021730
LaSalle,Canada,Ontario,,30180.0,1124000988
Kearney,United States,Nebraska,,34418.0,1840000957
Des Plaines,United States,Illinois,,58899.0,1840007032
Plantation,United States,Florida,,94580.0,1840015142
Santiago,Chile,Región Metropolitana,primary,7007000.0,1152554349
Myrtle Beach,United States,South Carolina,,275579.0,1840014717
Bryant,United States,Arkansas,,20968.0,1840013573
Oakbrook,United States,Kentucky,,9023.0,1840030814
Rotorua,New Zealand,Bay of Plenty,,58500.0,1554000379
Manhattan Beach,United States,California,,35183.0,1840020496
Clarkston,United States,Georgia,,12637.0,1840014776
Lynwood,United States,California,,69887.0,1840020492
Charlotte,United States,North Carolina,,1512923.0,1840014557
Patchogue,United States,New York,,12321.0,1840005129
Danbury,United States,Connecticut,,176030.0,1840004837
Fort Smith,United States,Arkansas,,125354.0,1840013456
Kunitachi,Japan,Tōkyō,,75133.0,1392309515
Morris,United States,New Jersey,,22268.0,1840081723
Tacoma,United States,Washington,,217827.0,1840021129
Maidenhead,United Kingdom,Windsor and Maidenhead,,69309.0,1826979451
Fairburn,United States,Georgia,,16768.0,1840013662
Scarsdale,United States,New York,,17871.0,1840004943
Broussard,United States,Louisiana,,12700.0,1840013964
Schenectady,United States,New York,,65273.0,1840000395
Calimesa,United States,California,,9160.0,1840019300
Chiclayo,Peru,Lambayeque,admin,552508.0,1604799615
Hesperia,United States,California,,95750.0,1840020404
Pflugerville,United States,Texas,,65380.0,1840020892
Waterford,Ireland,Waterford,admin,48369.0,1372267114
Chillicothe,United States,Ohio,,31999.0,1840007369
Toppenish,United States,Washington,,14284.0,1840021151
Utsunomiya,Japan,Tochigi,admin,518197.0,1392506125
Cape Girardeau,United States,Missouri,,56551.0,1840007598
Nantes,France,Pays de la Loire,admin,633690.0,1250091495
Cheltenham,United Kingdom,Gloucestershire,,116447.0,1826524974
Rosamond,United States,California,,20851.0,1840019140
Wickenburg,United States,Arizona,,8092.0,1840022916
Llanelli,United Kingdom,Carmarthenshire,,49591.0,1826934854
Lipa City,Philippines,Batangas,,332386.0,1608615113
Spalding,United Kingdom,Lincolnshire,,34613.0,1826335951
Tehachapi,United States,California,,14928.0,1840021737
Miami,United States,Florida,,6445545.0,1840015149
Paducah,United States,Kentucky,,48481.0,1840014388
Newport Beach,United States,California,,84534.0,1840020581
Lenoir City,United States,Tennessee,,9324.0,1840014514
Doha,Qatar,Ad Dawḩah,primary,1312947.0,1634459660
Troy,United States,Michigan,,84092.0,1840002434
Uniontown,United States,Pennsylvania,,48137.0,1840000671
Worthing,United Kingdom,West Sussex,,183000.0,1826936965
Bakersfield,United States,California,,579295.0,1840019148
Hilliard,United States,Ohio,,36534.0,1840007265
Deptford,United States,New Jersey,,30448.0,1840081679
Semarang,Indonesia,Jawa Tengah,admin,1621384.0,1360745537
Dunwoody,United States,Georgia,,49356.0,1840022929
Lynnwood,United States,Washington,,39141.0,1840019788
Edgewood,United States,Maryland,,25574.0,1840005661
Crystal Lake,United States,Illinois,,39829.0,1840006969
Estero,United States,Florida,,33871.0,1840013129
Bogota,Colombia,Bogotá,primary,9464000.0,1170483426
Shimotsuma,Japan,Ibaraki,,41499.0,1392100062
Apple Valley,United States,California,,73453.0,1840021733
Velizy-Villacoublay,France,Île-de-France,,22036.0,1250075648
Mirfield,United Kingdom,Kirklees,,19563.0,1826835871
Roanoke,United States,Virginia,,214674.0,1840003858
Alpharetta,United States,Georgia,,67213.0,1840013659
Norwalk,United States,California,,103949.0,1840020501
Alamogordo,United States,New Mexico,,33513.0,1840019403
Hershey,United States,Pennsylvania,,14654.0,1840005400
Winona,United States,Minnesota,,29601.0,1840010034
Battle Ground,United States,Washington,,21252.0,1840018523
Nanjing,China,Jiangsu,admin,7496000.0,1156644065
Summerville,United States,South Carolina,,52549.0,1840016886
Kennesaw,United States,Georgia,,34077.0,1840014756
Sacramento,United States,California,admin,1898019.0,1840021491
Lowestoft,United Kingdom,Suffolk,,71010.0,1826419858
Orem,United States,Utah,,97828.0,1840020171
Torrelodones,Spain,Madrid,,23902.0,1724434250
Gold Coast,Australia,Queensland,,679127.0,1036153217
Zanesville,United States,Ohio,,41589.0,1840001496
Cluj-Napoca,Romania,Cluj,admin,316748.0,1642503974
Perris,United States,California,,79291.0,1840020557
Concepcion,Chile,Biobío,admin,889725.0,1152838958
Brighouse,United Kingdom,Calderdale,,32360.0,1826688359
Tinley Park,United States,Illinois,,55773.0,1840011331
Dinuba,United States,California,,24461.0,1840019044
Ames,United States,Iowa,,67910.0,1840007019
Sarnia,Canada,Ontario,,71594.0,1124509835
Kennewick,United States,Washington,,240735.0,1840018481
Seremban,Malaysia,Negeri Sembilan,admin,419536.0,1458051507
Normandy Park,United States,Washington,,6604.0,1840019832
San Miguel de Allende,Mexico,Guanajuato,minor,139297.0,1484007926
Pewaukee,United States,Wisconsin,,14631.0,1840033459
Kochi,India,Kerala,,677381.0,1356707865
Winterthur,Switzerland,Zürich,minor,109775.0,1756362130
Matsuyama,Japan,Ehime,admin,506743.0,1392220893
Davie,United States,Florida,,106306.0,1840017272
Cedar Rapids,United States,Iowa,,188038.0,1840000471
La Paz,Bolivia,La Paz,primary,2867504.0,1068000064
Appleton,United States,Wisconsin,,220570.0,1840002400
Middletown,United States,New York,,58592.0,1840000585
San Rafael,Argentina,Mendoza,minor,107997.0,1032221516
Addison,United States,Illinois,,36482.0,1840010171
Flowery Branch,United States,Georgia,,8325.0,1840013611
Northglenn,United States,Colorado,,38819.0,1840020192
Busan,"Korea, South",Busan,admin,3453198.0,1410601465
Chester,United States,Pennsylvania,,34000.0,1840000690
Cockeysville,United States,Maryland,,21038.0,1840005680
Glenville,United States,New York,,29292.0,1840058129
Clarendon Hills,United States,Illinois,,8752.0,1840010170
Mendoza,Argentina,Mendoza,admin,114822.0,1032433516
Coquitlam,Canada,British Columbia,,139284.0,1124000500
Ann Arbor,United States,Michigan,,322267.0,1840003172
St. Robert,United States,Missouri,,6275.0,1840009866
St. Albans,United States,West Virginia,,9918.0,1840006201
Davenport,United States,Iowa,,285362.0,1840007081
League City,United States,Texas,,107536.0,1840020973
Muntinlupa City,Philippines,Muntinlupa,admin,504509.0,1608473406
Munster,Germany,North Rhine-Westphalia,minor,314319.0,1276714504
Owensboro,United States,Kentucky,,74068.0,1840014340
Owings Mills,United States,Maryland,,35081.0,1840005684
Reedley,United States,California,,49042.0,1840020320
Junction City,United States,Kansas,,35677.0,1840001620
Duluth,United States,Minnesota,,119476.0,1840007685
Lutz,United States,Florida,,22235.0,1840014156
Pleasant Hill,United States,California,,34839.0,1840020283
Delray Beach,United States,Florida,,69451.0,1840015123
Loomis,United States,California,,6866.0,1840021462
Morro Bay,United States,California,,10543.0,1840020415
Hollister,United States,California,,48992.0,1840020354
Marlborough,United Kingdom,Wiltshire,,8395.0,1826128620
Toulouse,France,Occitanie,admin,968638.0,1250258110
Guarulhos,Brazil,São Paulo,,1324781.0,1076730420
Fraser,United States,Michigan,,14480.0,1840002421
Valley Center,United States,California,,11077.0,1840019349
Barueri,Brazil,São Paulo,,262275.0,1076211114
Woodinville,United States,Washington,,13263.0,1840021121
Roseville,United States,California,,141500.0,1840020233
Ploiesti,Romania,Prahova,admin,209945.0,1642169731
Seguin,United States,Texas,,29992.0,1840022214
Lauderhill,United States,Florida,,71868.0,1840015146
Mandaue City,Philippines,Mandaue,admin,362654.0,1608794590
Branchburg,United States,New Jersey,,14480.0,1840081705
Stavanger,Norway,Rogaland,admin,129300.0,1578801684
Lake Geneva,United States,Wisconsin,,15518.0,1840002479
New Bern,United States,North Carolina,,51308.0,1840014591
Weirton,United States,West Virginia,,65578.0,1840005405
Fitchburg,United States,Massachusetts,,40638.0,1840000435
